EmployeeCode,DateofJoin,DateOfRelieving,AttritionMonth,ExperienceInAGS,Experience.Range,EmployeeAge,Gender,MaritalStatus,Shift,WorkFacility,WorkLocation,JobRole,Designation,ExperienceType,LastReviewType,LastReviewDate,LastReviewRating,LastButOneReviewType,LastButOneReviewDate,LastButOneReviewRating,ProdAvgDuringNotice,QualAvgDuringNotice,ProdAvgBeforeNotice,QualAvgBeforeNotice,ProdAvgDuringNoticeRange,QualAvgDuringNoticeRange,ProdAvgBeforeNoticeRange,QualAvgBeforeNoticeRange,Course,Last30DaysLeaveCount,TotalExtraHoursWorked,Function,Shift_Name,Rating Bracket,TransportMode,Distance,TravelTimeRange,TravelTime,Availability_Filter,Available,Involuntary Exit,Voluntary Exit,VolInVol Attrition,Attrition,ExitType,ReasonofLeaving,RptEmployeeName,RptEmployeeCode,Rpt2EmployeeCode,DateofBirth,PrevShift,PrevWorkFacility,PrevWorkLocation,CurrentAddressCity,CurrentAddressPincode,PermenantAddressCity,PermenantAddressPincode,RptEffectiveFrom,RptSpanofControl,Process,Client,SubClient,ProjectEffectiveFrom,PrevVertical,PrevProcess,PrevClient,PrevSubClient,PrevEmployer,EngagementIndex,StaffingEmployeeStatus,Vertical,Department,DepartmentGroup
R07721,1/28/2016,,,10, Month 06-12,23,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,8/18/2016,3,Confirmation,8/18/2016,3,90,97.14,90,93.49,080 - 095 %,095 - 098 %,080 - 095 %,090 - 095 %,BA/Bcom/BPharm,1,0,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Vishal.Shukla,R09204,R00373,6/6/1993,06:30PM-03:30AM,HYD,Hyderabad,Hyderabad,500011,Hyderabad,500011,11/10/2016,,AR Follow Up,McKesson,KERN,3/15/2016,AR,AR Follow Up,AGS,AGS,tata business support service,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07722,1/28/2016,,,10, Month 06-12,27,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,PIP,10/5/2016,3.33,PIP,10/5/2016,3.33,93.67,92.33,90,90.69,080 - 095 %,090 - 095 %,080 - 095 %,090 - 095 %,BE/Btech,1,0,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Vishal.Shukla,R09204,R00373,12/30/1989,06:30PM-03:30AM,HYD,Hyderabad,Secunderabad,500003,Secunderabad,500003,11/10/2016,,AR Follow Up,McKesson,JRMC,3/15/2016,AR,AR Follow Up,AGS,AGS,TATA BSS,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07723,1/28/2016,2/24/2016,2016-02,1, Month <= 01,25,Female,UnMarried,05:30PM-02:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,BA/Bcom/BPharm,5,0,Voice,Night,NA,Cab,9.9,< 1 Hour,26,Employee Left,0,0,0,0,1,Training,Poor Performance,Senthil.Loganathan,R06033,R00070,11/1/1991,,,,Hyderabad,500017,Hyderabad,500017,1/0/1900,29,AR Follow Up,AGS,AGS,2/1/2016,,,,,,Green,Trainees,Accounts Receivable,Revenue Cycle Management,Operations
R07724,1/28/2016,10/25/2016,2016-10,9, Month 06-12,24,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,PIP,9/19/2016,2.85,PIP,9/19/2016,2.85,90,93.78,98.71,95.44,080 - 095 %,090 - 095 %,095 - 100 %,095 - 098 %,MBA,16,0,Voice,Night,C,Cab,,,0,Employee Left,0,1,0,1,1,Involuntary,Job abandonment,Vishal.Shukla,R09204,R00373,5/3/1992,06:30PM-03:30AM,,,Malkajgiri,500047,Malkajgiri,500047,7/19/2016,10,AR Follow Up,McKesson,JRMC,3/15/2016,AR,AR Follow Up,AGS,AGS,Sutherland Healthcare Solutions,Green,Bench Generic,Accounts Receivable,Revenue Cycle Management,Operations
R07725,1/28/2016,4/18/2016,2016-04,3, Month 01-03,28,Male,UnMarried,05:30PM-02:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,100,100,,,095 - 100 %,098 - 100 %,,,BA/Bcom/BPharm,11.5,0,Voice,Night,NA,Cab,11.9,< 1 Hour,29,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,romulus.peters,R00100,R05092,11/16/1988,,,,Ranga Reddy,500055,Ranga Reddy,500055,1/0/1900,5,AR Follow Up,Pen Mountain,Hospital,3/24/2016,AR,AR Follow Up,AGS,AGS,Tata Bussiness Support Service Pvt Ltd,Green,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R07726,1/28/2016,,,10, Month 06-12,25,Female,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,8/11/2016,3.49,Confirmation,8/11/2016,3.49,117.54,98.73,,100,110% +,098 - 100 %,0%,098 - 100 %,BSc,1,7,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Sireesha.Anne,R05791,R00083,1/6/1991,06:30PM-03:30AM,,,Hyderabad,500035,Hyderabad,500035,4/6/2016,,AR Follow Up,Partners Healthcare,Hospital,3/25/2016,AR,AR Follow Up,AGS,AGS,Matrika Hospital,Green,Ramp,Accounts Receivable,Revenue Cycle Management,Operations
R07727,1/28/2016,,,10, Month 06-12,21,Female,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,Confirmation,8/11/2016,3.49,Confirmation,8/11/2016,3.49,104.7,97.11,,100,100 - 110 %,095 - 098 %,0%,098 - 100 %,BA/Bcom/BPharm,6,1,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Sireesha.Anne,R05791,R00083,2/3/1995,06:30PM-03:30AM,,,Hyderabad,500017,Hyderabad,500017,4/6/2016,,AR Follow Up,Partners Healthcare,Hospital,3/25/2016,AR,AR Follow Up,AGS,AGS,,Green,Ramp,Accounts Receivable,Revenue Cycle Management,Operations
R07728,1/28/2016,,,10, Month 06-12,24,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,8/18/2016,3.03,Confirmation,8/18/2016,3.03,63.33,100,90,95.2,< 80%,098 - 100 %,080 - 095 %,095 - 098 %,MBA,4,0,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Sireesha.Anne,R05791,R00083,7/6/1992,06:30PM-03:30AM,,,Hyderabad,500003,Hyderabad,500040,9/16/2016,,AR Follow Up,Partners Healthcare,Hospital,11/21/2016,AR,AR Follow Up,McKesson,JRMC,UHG,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07729,1/28/2016,3/10/2016,2016-03,1, Month <= 01,23,Male,UnMarried,06:30PM-03:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,100,100,,,095 - 100 %,098 - 100 %,,,BA/Bcom/BPharm,9,0,Voice,Night,NA,Cab,10.8,< 1 Hour,28,Employee Left,0,0,0,0,1,Training,Job abandonment,Ravi.Pasupuleti,R05794,R07018,1/7/1993,05:30PM-02:30AM,,,Hyderabad,500056,Hyderabad,500056,2/29/2016,21,AR Follow Up,AGS,AGS,2/1/2016,,,,,,Green,Trainees,Accounts Receivable,Revenue Cycle Management,Operations
R07730,1/28/2016,3/10/2016,2016-03,1, Month <= 01,23,Female,UnMarried,06:30PM-03:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,100,100,,,095 - 100 %,098 - 100 %,,,MBA,10,0,Voice,Night,NA,Cab,11.9,< 1 Hour,29,Employee Left,0,0,0,0,1,Training,Job abandonment,Ravi.Pasupuleti,R05794,R07018,6/21/1993,05:30PM-02:30AM,,,Ranga Reddy,500055,Ranga Reddy,500055,2/29/2016,21,AR Follow Up,AGS,AGS,2/1/2016,,,,,,Green,Trainees,Accounts Receivable,Revenue Cycle Management,Operations
R07731,1/28/2016,,,10, Month 06-12,25,Female,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,8/11/2016,3.49,Confirmation,8/11/2016,3.49,90.1,97.98,,100,080 - 095 %,095 - 098 %,0%,098 - 100 %,BA/Bcom/BPharm,6,0,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Sireesha.Anne,R05791,R00083,2/21/1991,06:30PM-03:30AM,,,Hyderabad,500020,Hyderabad,500020,4/6/2016,,AR Follow Up,Partners Healthcare,Hospital,3/25/2016,AR,AR Follow Up,AGS,AGS,,Green,Ramp,Accounts Receivable,Revenue Cycle Management,Operations
R07732,1/28/2016,10/11/2016,2016-10,9, Month 06-12,22,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,8/18/2016,3,Confirmation,8/18/2016,3,90,96.04,96.67,97.58,080 - 095 %,095 - 098 %,095 - 100 %,095 - 098 %,BA/Bcom/BPharm,20,0,Voice,Night,B,Cab,,,0,Employee Left,0,1,0,1,1,Involuntary,Health Grounds,Vishal.Shukla,R09204,R00373,8/23/1994,06:30PM-03:30AM,,,Hyderabad,500056,Hyderabad,500056,7/19/2016,11,AR Follow Up,McKesson,Akron,3/15/2016,AR,AR Follow Up,AGS,AGS,,Red,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07733,1/28/2016,2/16/2016,2016-02,1, Month <= 01,26,Female,UnMarried,06:30PM-03:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,,,,,,,,,BE/Btech,4,0,Voice,Night,NA,Cab,18.3,< 1 Hour,30,Employee Left,0,0,0,0,1,Training,Job abandonment,Senthil.Loganathan,R06033,R00070,12/2/1990,05:30PM-02:30AM,,,Rajendranagar,500052,Rajendranagar,500052,1/0/1900,30,AR Follow Up,AGS,AGS,2/1/2016,,,,,ICICIBANK,,Trainees,Accounts Receivable,Revenue Cycle Management,Operations
R07745,2/1/2016,,,9, Month 06-12,29,Female,Married,08:00AM-05:00PM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Confirmation,8/12/2016,3.07,Confirmation,8/12/2016,3.07,101.13,91.75,102.57,96.64,100 - 110 %,090 - 095 %,100 - 110 %,095 - 098 %,BA/Bcom/BPharm,1,5,Non-Voice,Day,B,Train,,,0,Current Employee,1,0,0,0,0,,,prakash.gandhi,R00566,R00041,6/18/1987,,Prince Infocity,Chennai,Chennai,600028,Chennai,600028,11/23/2016,,AR Follow Up,NMBS,APM,1/31/2016,,,,,Ceequence,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07767,2/8/2016,4/18/2016,2016-04,2, Month 01-03,25,Male,UnMarried,06:30PM-03:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,50,49,,,< 80%,< 90%,,,BE/Btech,11,0,Voice,Night,NA,Cab,10.8,< 1 Hour,28,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Balaji.Nynappagari,R00637,R00144,11/3/1991,05:30PM-02:30AM,,,Hyderabad,500056,Hyderabad,500056,1/0/1900,2,AR Follow Up,Duke,Hospital,3/16/2016,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07768,2/8/2016,3/1/2016,2016-03,1, Month <= 01,26,Male,UnMarried,06:30PM-03:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,MBA,5.5,0,Voice,Night,NA,Cab,15.5,< 1 Hour,36,Employee Left,0,0,0,0,1,Training,Poor Performance,VenkataRaj.Mahendran,R01606,R00352,5/12/1990,05:30PM-02:30AM,,,Hyderabad,500010,Hyderabad,500010,2/8/2016,19,AR Follow Up,AGS,AGS,2/8/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07769,2/8/2016,,,9, Month 06-12,23,Female,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,8/16/2016,3.5,Confirmation,8/16/2016,3.5,100.32,100,108.56,96.47,100 - 110 %,098 - 100 %,100 - 110 %,095 - 098 %,BA/Bcom/BPharm,3,0,Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,Anu.JohnDavid,R06093,R00637,2/18/1993,06:30PM-03:30AM,,,Hyderabad,500058,Hyderabad,500058,10/7/2016,,AR Follow Up,Duke,Physicians,10/21/2016,AR,AR Follow Up,Pen Mountain,Hospital,,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07770,2/8/2016,6/21/2016,2016-06,4, Month 03-06,22,Female,UnMarried,06:30PM-03:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,101,97.04,,,100 - 110 %,095 - 098 %,< 80%,< 90%,BA/Bcom/BPharm,1,0,Voice,Night,NA,Cab,15.5,< 1 Hour,37,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Rocky.Borah,R02570,R00637,4/15/1994,05:30PM-02:30AM,,,Hyderabad,500010,Hyderabad,500010,3/4/2016,18,AR Follow Up,Duke,Hospital,3/16/2016,AR,AR Follow Up,AGS,AGS,,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07771,2/8/2016,,,9, Month 06-12,24,Female,Married,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,Confirmation,8/17/2016,3.37,Confirmation,8/17/2016,3.37,99,97.39,108.74,97.16,095 - 100 %,095 - 098 %,100 - 110 %,095 - 098 %,BA/Bcom/BPharm,3.5,0,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Ravi.Pasupuleti,R05794,R10048,12/9/1992,06:30PM-03:30AM,HYD,Hyderabad,Hyderabad,500020,Hyderabad,500020,10/7/2016,,AR Follow Up,AdvancedMD,AdvancedMD,10/24/2016,AR,AR Follow Up,Pen Mountain,Hospital,,Green,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R07772,2/8/2016,4/11/2016,2016-04,2, Month 01-03,23,Male,UnMarried,06:30PM-03:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,50,50,,,< 80%,< 90%,,,BE/Btech,7,0,Voice,Night,NA,Cab,13.7,< 1 Hour,38,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,romulus.peters,R00100,R05092,6/17/1993,05:30PM-02:30AM,,,Hyderabad,500036,Hyderabad,500036,1/0/1900,5,AR Follow Up,Pen Mountain,Hospital,3/24/2016,AR,AR Follow Up,AGS,AGS,,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07773,2/8/2016,,,9, Month 06-12,26,Female,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,8/12/2016,3.65,Confirmation,8/12/2016,3.65,79.38,93.77,99.33,95.52,< 80%,090 - 095 %,095 - 100 %,095 - 098 %,BE/Btech,4,0,Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,Ramalakshmi.Yemineni,R09966,R09568,7/17/1990,06:30PM-03:30AM,,,Hyderabad,500016,Hyderabad,500016,11/15/2016,,AR Follow Up,Duke,Hospital,3/16/2016,AR,AR Follow Up,AGS,AGS,B SABITHA,Amber,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07774,2/8/2016,2/16/2016,2016-02,0, Month <= 01,23,Female,NA,05:30PM-02:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,NA,5,0,Voice,Night,NA,NA,30,>= 1Hour,90,Employee Left,0,0,0,0,1,Training,Job abandonment,VenkataRaj.Mahendran,R01606,R00352,3/17/1993,,,,,,,,2/8/2016,19,AR Follow Up,AGS,AGS,2/8/2016,,,,,,,,Accounts Receivable,Revenue Cycle Management,Operations
R07775,2/8/2016,,,9, Month 06-12,29,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,Confirmation,8/16/2016,3.4,Confirmation,8/16/2016,3.4,108.34,99.22,105.67,96.98,100 - 110 %,098 - 100 %,100 - 110 %,095 - 098 %,BSc,1,0,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Ravi.Pasupuleti,R05794,R10048,12/3/1987,06:30PM-03:30AM,HYD,Hyderabad,Hyderabad,500010,Hyderabad,500010,10/7/2016,,AR Follow Up,AdvancedMD,AdvancedMD,10/21/2016,AR,AR Follow Up,Pen Mountain,Hospital,,Green,Ramp,Accounts Receivable,Revenue Cycle Management,Operations
R07776,2/8/2016,,,9, Month 06-12,27,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Junior Process Associate,Industry Fresher,Confirmation,8/10/2016,4.01,Confirmation,8/10/2016,4.01,84.21,97.23,103.33,99.33,080 - 095 %,095 - 098 %,100 - 110 %,098 - 100 %,BA/Bcom/BPharm,0.5,0,Voice,Night,A,Cab,,,0,Current Employee,1,0,0,0,0,,,Ramalakshmi.Yemineni,R09966,R09568,12/21/1989,06:30PM-03:30AM,,,Hyderabad,500051,Hyderabad,500051,11/15/2016,,AR Follow Up,Duke,Hospital,3/16/2016,AR,AR Follow Up,AGS,AGS,,Amber,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07777,2/8/2016,9/14/2016,2016-09,7, Month 06-12,24,Female,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,Confirmation,8/16/2016,3.48,Confirmation,8/16/2016,3.48,69.57,65.52,107.48,98.22,< 80%,< 90%,100 - 110 %,098 - 100 %,MBA,20,3,Voice,Night,B,Cab,,,0,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Balaji.Nynappagari,R00637,R00144,1/13/1992,06:30PM-03:30AM,,,Hyderabad,500013,Hyderabad,500013,6/1/2016,17,AR Follow Up,Pen Mountain,Hospital,3/24/2016,AR,AR Follow Up,AGS,AGS,,Red,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R07779,2/10/2016,3/4/2016,2016-03,1, Month <= 01,23,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,BE/Btech,4.5,0,Voice,Day,NA,Cab,21.8,>= 1Hour,60,Employee Left,0,0,0,0,1,Training,Poor Performance,Senthil.Loganathan,R06033,R00070,9/20/1993,05:30PM-02:30AM,,,Chennai,600082,Chennai,600082,2/10/2016,25,AR Follow Up,AGS,AGS,2/10/2016,,,,,Shafi ur rahman,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07780,2/10/2016,4/19/2016,2016-04,2, Month 01-03,23,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,49,,,< 80%,< 90%,,,BE/Btech,15,0,Voice,Night,NA,Cab,14.6,< 1 Hour,32,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Jaffer.AliMohamed,R03239,R00035,7/10/1993,05:30PM-02:30AM,Tidel 5th,Chennai,Perungudi,600096,Tiruchendur,628215,3/18/2016,17,AR Follow Up,Vanderbilt,Vanderbilt,3/18/2016,AR,AR Follow Up,AGS,AGS,,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07781,2/10/2016,4/19/2016,2016-04,2, Month 01-03,26,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,46,,,< 80%,< 90%,,,ME/Mtech,13.5,0,Voice,Night,NA,Cab,17.8,< 1 Hour,37,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,RakeshRosan.Dash,R03543,R00035,10/25/1990,05:30PM-02:30AM,Tidel 5th,Chennai,Tambaram,600045,Vellore,607803,3/22/2016,20,AR Follow Up,Vanderbilt,Vanderbilt,3/17/2016,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07782,2/10/2016,4/5/2016,2016-04,2, Month 01-03,25,Female,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,100,100,,,095 - 100 %,098 - 100 %,,,BE/Btech,15,0,Voice,Night,NA,Cab,22.8,< 1 Hour,34,Employee Left,0,0,0,0,1,Drop out,Job abandonment,pratheesh.gangadharan,R00083,R00144,8/3/1991,05:30PM-02:30AM,Tidel 5th,Chennai,Chennai,600058,Chennai,600058,1/0/1900,15,AR Follow Up,AdvancedMD,AdvancedMD,3/9/2016,AR,AR Follow Up,AGS,AGS,,Red,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07783,2/10/2016,3/9/2016,2016-03,1, Month <= 01,22,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,BE/Btech,9.5,0,Voice,Night,NA,Cab,7.7,< 1 Hour,19,Employee Left,0,0,0,0,1,Training,Poor Performance,Senthil.Loganathan,R06033,R00070,7/24/1994,05:30PM-02:30AM,,,Chennai,600015,Thanjavur,612001,2/10/2016,17,AR Follow Up,AGS,AGS,2/10/2016,,,,,GOKUL,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07784,2/10/2016,,,9, Month 06-12,23,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,Confirmation,8/16/2016,3.62,Confirmation,8/16/2016,3.62,84.19,95.41,106.75,95.4,080 - 095 %,095 - 098 %,100 - 110 %,095 - 098 %,BE/Btech,4,0,Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,Dinesh.Murthy,R06380,R02855,9/17/1993,05:30PM-02:30AM,Tidel 5th,Chennai,Chennai,600093,Chennai,600093,7/12/2016,,AR Follow Up,Rural Metro,Rural Metro,3/8/2016,AR,AR Follow Up,AGS,AGS,,Red,Notice Period,Accounts Receivable,Revenue Cycle Management,Operations
R07785,2/10/2016,3/1/2016,2016-03,1, Month <= 01,25,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,BE/Btech,11,0,Voice,Night,NA,Cab,13.4,< 1 Hour,28,Employee Left,0,0,0,0,1,Training,Job abandonment,Senthil.Loganathan,R06033,R00070,7/21/1991,05:30PM-02:30AM,,,Chennai,600119,Omalur,636455,2/10/2016,26,AR Follow Up,AGS,AGS,2/10/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07786,2/10/2016,,,9, Month 06-12,22,Male,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Trainee - Process Associate,Fresher,Confirmation,8/17/2016,3.35,Confirmation,8/17/2016,3.35,91.45,99.07,97.13,97.39,080 - 095 %,098 - 100 %,095 - 100 %,095 - 098 %,Diploma,2,0,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Hemanth.suryaprakash,R01945,R00083,3/23/1994,05:30PM-02:30AM,NMR,Chennai,Avadi,600054,Avadi,600054,10/3/2016,,AR Follow Up,AdvancedMD,AdvancedMD,3/9/2016,AR,AR Follow Up,AGS,AGS,,Amber,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R07787,2/10/2016,,,9, Month 06-12,23,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,PIP,10/18/2016,1.44,PIP,10/18/2016,1.44,73.58,87.91,95,94.32,< 80%,< 90%,080 - 095 %,090 - 095 %,BSc,9,14,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,RakeshRosan.Dash,R03543,R08952,8/12/1993,05:30PM-02:30AM,Tidel 8th,Chennai,Chennai,600049,Chennai,600049,8/17/2016,20,AR Follow Up,Vanderbilt,Vanderbilt,3/18/2016,AR,AR Follow Up,AGS,AGS,,Red,Job Abandonment,Accounts Receivable,Revenue Cycle Management,Operations
R07788,2/10/2016,,,9, Month 06-12,23,Female,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Trainee - Process Associate,Fresher,Confirmation,8/19/2016,3.18,Confirmation,8/19/2016,3.18,102.17,96.88,95.38,95.29,100 - 110 %,095 - 098 %,095 - 100 %,095 - 098 %,BE/Btech,1,10,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Harish.Gunasekaran,R03210,R00083,9/13/1993,05:30PM-02:30AM,,,Tiruvallur,600109,Tiruvallur,600109,10/3/2016,,AR Follow Up,AdvancedMD,AdvancedMD,3/9/2016,AR,AR Follow Up,AGS,AGS,Priyadharshine M P,Green,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R07789,2/10/2016,3/16/2016,2016-03,1, Month <= 01,27,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,MBA,8.5,0,Voice,Night,NA,Cab,12.6,< 1 Hour,38,Employee Left,0,0,0,0,1,Training,Job abandonment,Senthil.Loganathan,R06033,R00070,1/5/1989,05:30PM-02:30AM,,,Chennai,600094,Tirunelveli,628002,2/10/2016,14,AR Follow Up,AGS,AGS,2/10/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07790,2/10/2016,2/29/2016,2016-02,1, Month <= 01,22,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,Diploma,7,0,Voice,Night,NA,Cab,10.9,< 1 Hour,26,Employee Left,0,0,0,0,1,Training,Job abandonment,Senthil.Loganathan,R06033,R00070,3/20/1994,05:30PM-02:30AM,,,Chennai,600100,Chennai,600100,2/10/2016,28,AR Follow Up,AGS,AGS,2/10/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07791,2/10/2016,4/21/2016,2016-04,2, Month 01-03,25,Male,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,96.85,92.98,,,095 - 100 %,090 - 095 %,,,BE/Btech,15,4,Voice,Night,NA,Cab,6.7,< 1 Hour,23,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Rohit.Jaitmal,R00890,R00542,11/12/1991,05:30PM-02:30AM,Prince Infocity,Chennai,Chennai,600083,Chennai,600083,3/11/2016,27,AR Follow Up,RTI,RTI,3/11/2016,AR,AR Follow Up,AGS,AGS,,Red,Job Abandonment,Accounts Receivable,Revenue Cycle Management,Operations
R07792,2/10/2016,3/31/2016,2016-03,2, Month 01-03,23,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BE/Btech,16.5,0,Voice,Night,NA,Two Wheeler,8.9,< 1 Hour,31,Employee Left,0,0,0,0,1,Training,Job abandonment,Jaffer.AliMohamed,R03239,R00035,10/21/1993,05:30PM-02:30AM,Tidel 5th,Chennai,Chennai,600116,Chennai,600116,3/18/2016,20,AR Follow Up,AGS,AGS,2/10/2016,,,,,,Red,Trainees,Accounts Receivable,Revenue Cycle Management,Operations
