"EmployeeCode","ExperienceInAGS","EmployeeAge","Gender","MaritalStatus","WorkLocation","JobRole","ExperienceType","ProdAvgDuringNotice","QualAvgDuringNotice","Course","Last30DaysLeaveCount","TotalExtraHoursWorked","Function","Shift","TransportMode","EngagementIndex","Availability_Filter","Attrition","Available"
"R07244",12,21,"Female","UnMarried","Chennai","Team Member","Fresher",120.55,120.55,"BSc",0,24,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R07245",12,23,"Male","UnMarried","Chennai","Team Member","Fresher",114.24,114.24,"BA/Bcom/BPharm",1,25,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R07247",1,22,"Female","UnMarried","Chennai","Team Member","Fresher",104.6,104.6,"BA/Bcom/BPharm",3,0,"Non-Voice","08:00AM-05:00PM","Train","Green","Employee Left",1,0
"R07248",12,21,"Female","UnMarried","Chennai","Team Member","Fresher",126.77,126.77,"BCA/BBA",6,0,"Non-Voice","08:00AM-05:00PM","Train","Green","Current Employee",0,1
"R07249",12,21,"Female","UnMarried","Chennai","Team Member","Fresher",118.86,118.86,"BSc",1,0,"Non-Voice","08:00AM-05:00PM","Train","Green","Current Employee",0,1
"R07250",12,22,"Female","UnMarried","Chennai","Team Member","Fresher",107.45,107.45,"BSc",1,13,"Non-Voice","06:30AM-03:30PM","Bus","Green","Current Employee",0,1
"R07251",12,22,"Female","UnMarried","Chennai","Team Member","Fresher",109.27,109.27,"BSc",1,9,"Non-Voice","06:30AM-03:30PM","Train","Green","Current Employee",0,1
"R07252",12,24,"Female","UnMarried","Chennai","Team Member","Fresher",118.49,118.49,"BSc",1,0,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R07253",9,21,"Female","Married","Chennai","Team Member","Fresher",100,100,"BSc",2,0,"Non-Voice","08:00AM-05:00PM","Bus","Red","Employee Left",1,0
"R07254",12,25,"Male","UnMarried","Chennai","Team Member","Fresher",102.05,102.05,"BE/Btech",0,13,"Non-Voice","06:30AM-03:30PM","Bus","Green","Current Employee",0,1
"R07255",12,23,"Female","UnMarried","Chennai","Team Member","Fresher",102.93,102.93,"BA/Bcom/BPharm",0,13,"Non-Voice","06:30AM-03:30PM","Train","Green","Current Employee",0,1
"R07256",12,21,"Female","UnMarried","Chennai","Team Member","Fresher",114.06,114.06,"BSc",1,20,"Non-Voice","06:30AM-03:30PM","Train","Green","Current Employee",0,1
"R07257",12,23,"Female","UnMarried","Chennai","Team Member","Fresher",111.31,111.31,"BSc",0,24,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R07258",8,21,"Female","UnMarried","Chennai","Team Member","Fresher",109.64,109.64,"BCA/BBA",14.5,22,"Non-Voice","08:00AM-05:00PM","Others","Red","Employee Left",1,0
"R07259",3,23,"Male","UnMarried","Chennai","Team Member","Fresher",54.11,54.11,"BSc",2,11,"Non-Voice","06:30AM-03:30PM","Train","Green","Employee Left",1,0
"R07263",12,25,"Male","UnMarried","Chennai","Team Member","Fresher",101.4,101.4,"BSc",2.5,0,"Non-Voice","06:00PM-03:00AM","Bus","Green","Current Employee",0,1
"R07271",1,22,"Female","UnMarried","Chennai","Team Member","Fresher",49.96,49.96,"BE/Btech",8.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07272",4,25,"Male","UnMarried","Chennai","Team Member","Fresher",33.33,33.33,"BE/Btech",21,1,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R07273",2,25,"Female","UnMarried","Chennai","Team Member","Fresher",100.47,100.47,"MA/Mcom",13,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07274",2,26,"Male","UnMarried","Chennai","Team Member","Fresher",105.23,105.23,"BSc",21,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07275",5,27,"Male","UnMarried","Chennai","Team Member","Fresher",106.94,106.94,"BE/Btech",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07276",2,27,"Female","Married","Chennai","Team Member","Fresher",139.67,139.67,"MSc/Mpharm/MPhil",21,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07277",2,21,"Male","UnMarried","Chennai","Team Member","Fresher",114.95,114.95,"BA/Bcom/BPharm",21,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07278",1,21,"Male","UnMarried","Chennai","Team Member","Fresher",118.33,118.33,"BCA/BBA",6.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07279",12,22,"Female","UnMarried","Chennai","Team Member","Fresher",101.23,101.23,"Diploma",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07280",5,26,"Female","Married","Chennai","Team Member","Fresher",59.22,59.22,"BCA/BBA",18,0,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R07281",1,27,"Male","Married","Chennai","Team Member","Fresher",50,50,"BCA/BBA",10,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07282",12,23,"Female","Married","Chennai","Team Member","Fresher",102.81,102.81,"BSc",2,0,"Voice","06:30PM-03:30AM","Cab","Amber","Current Employee",0,1
"R07283",12,24,"Male","UnMarried","Chennai","Team Member","Fresher",107.49,107.49,"BE/Btech",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07284",1,26,"Male","UnMarried","Chennai","Team Member","Fresher",108.93,108.93,"BA/Bcom/BPharm",6.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07285",1,22,"Female","UnMarried","Chennai","Team Member","Fresher",99.01,99.01,"BE/Btech",12,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07286",4,25,"Male","UnMarried","Chennai","Team Member","Fresher",31.73,31.73,"BE/Btech",19,0,"Voice","06:00PM-03:00AM","Cab","Amber","Employee Left",1,0
"R07287",4,24,"Female","UnMarried","Chennai","Team Member","Fresher",24.38,24.38,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07288",1,23,"Female","UnMarried","Chennai","Team Member","Fresher",108.66,108.66,"BE/Btech",10,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07289",12,23,"Male","UnMarried","Chennai","Team Member","Fresher",95.22,95.22,"BCA/BBA",2,20,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R07314",4,30,"Male","UnMarried","Chennai","Team Member","Lateral",79.65,79.65,"SSLC",20,8,"Voice","04:00PM-01:00AM","Cab","Green","Employee Left",1,0
"R07318",11,28,"Male","Married","Hyderabad","Team Member","Lateral",99.91,99.91,"MBA",1,0,"Voice","06:30PM-03:30AM","Cab","Amber","Current Employee",0,1
"R07319",11,29,"Female","Married","Hyderabad","Team Member","Lateral",104.64,104.64,"SSLC",4.5,5,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07327",11,28,"Male","Married","Chennai","Team Member","Lateral",106.7,106.7,"BSc",1,3,"Voice","04:00PM-01:00AM","Cab","Green","Current Employee",0,1
"R07328",11,27,"Male","Married","Chennai","Team Leader","Lateral",135.57,135.57,"BSc",1,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R07332",11,27,"Male","Married","Chennai","Team Member","Lateral",111.65,111.65,"BE/Btech",2,30,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07333",11,28,"Male","Married","Chennai","Team Member","Lateral",89.15,89.15,"BCA/BBA",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07334",9,24,"Male","UnMarried","Chennai","Team Member","Lateral",82.55,82.55,"BE/Btech",16,1,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R07335",6,26,"Male","UnMarried","Chennai","Team Member","Lateral",90.91,90.91,"HSC",12,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07336",11,24,"Female","Married","Chennai","Team Member","Lateral",128.88,128.88,"BE/Btech",1,3,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07365",11,25,"Female","UnMarried","Chennai","Team Member","Lateral",131.53,131.53,"BA/Bcom/BPharm",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07366",11,26,"Female","UnMarried","Chennai","Team Member","Lateral",127.69,127.69,"BA/Bcom/BPharm",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07367",11,26,"Male","UnMarried","Chennai","Team Member","Lateral",108.16,108.16,"HSC",19,0,"Voice","06:00PM-03:00AM","Cab","Amber","Employee Left",1,0
"R07392",11,25,"Male","UnMarried","Chennai","Team Member","Lateral",125.35,125.35,"BE/Btech",1,24,"Voice","08:00AM-05:00PM","Cab","Green","Current Employee",0,1
"R07400",11,28,"Male","UnMarried","Chennai","Team Member","Fresher",126.75,126.75,"HSC",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07401",7,24,"Male","UnMarried","Chennai","Team Member","Fresher",100.47,100.47,"BE/Btech",11,14,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07402",1,24,"Male","UnMarried","Chennai","Team Member","Fresher",106.78,106.78,"BE/Btech",6,3,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07403",9,24,"Female","UnMarried","Chennai","Team Member","Fresher",102.1,102.1,"BE/Btech",18,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07404",4,24,"Male","UnMarried","Chennai","Team Member","Fresher",68,68,"BE/Btech",20,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07405",1,28,"Male","Married","Chennai","Team Member","Fresher",114.75,114.75,"BE/Btech",5.5,3,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07406",4,23,"Male","UnMarried","Chennai","Team Member","Fresher",62.72,62.72,"BCA/BBA",14,0,"Voice","06:00PM-03:00AM","Cab","Amber","Employee Left",1,0
"R07407",9,24,"Male","UnMarried","Chennai","Team Member","Fresher",103.16,103.16,"BE/Btech",18,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07408",11,23,"Male","UnMarried","Chennai","Team Member","Fresher",98.37,98.37,"BE/Btech",5,17,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07409",1,26,"Male","UnMarried","Chennai","Team Member","Fresher",102.11,102.11,"MCA",5,3,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07410",1,23,"Male","Married","Chennai","Team Member","Fresher",114.55,114.55,"BE/Btech",5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07411",4,23,"Female","UnMarried","Chennai","Team Member","Fresher",33.33,33.33,"MCA",22,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07412",0,22,"Female","UnMarried","Chennai","Team Member","Fresher",105.43,105.43,"BE/Btech",1,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07413",10,24,"Male","UnMarried","Chennai","Team Member","Fresher",84.62,84.62,"BA/Bcom/BPharm",15,9,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07414",1,23,"Male","UnMarried","Chennai","Team Member","Fresher",85.61,85.61,"BSc",5.5,3,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07415",1,28,"Female","UnMarried","Chennai","Team Member","Fresher",96.31,96.31,"BE/Btech",7,3,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07416",1,31,"Male","UnMarried","Chennai","Team Member","Fresher",106.65,106.65,"MA/Mcom",6.5,3,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07417",11,23,"Male","UnMarried","Chennai","Team Member","Fresher",111.36,111.36,"BE/Btech",1,1,"Voice","04:00PM-01:00AM","Cab","Green","Current Employee",0,1
"R07418",3,25,"Male","UnMarried","Chennai","Team Member","Fresher",33.33,33.33,"MBA",18,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07419",1,20,"Male","UnMarried","Chennai","Team Member","Fresher",35.06,35.06,"BA/Bcom/BPharm",6,3,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07420",11,28,"Male","UnMarried","Chennai","Team Member","Fresher",79.09,79.09,"Diploma",3,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R07421",11,23,"Male","UnMarried","Chennai","Team Member","Fresher",98.55,98.55,"BE/Btech",5,8,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R07422",11,24,"Male","UnMarried","Chennai","Team Member","Fresher",96.38,96.38,"BE/Btech",4,21,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07423",3,30,"Male","UnMarried","Chennai","Team Member","Fresher",50,50,"BA/Bcom/BPharm",2,3,"Voice","04:00PM-01:00AM","Two Wheeler","Green","Employee Left",1,0
"R07424",10,22,"Male","UnMarried","Chennai","Team Member","Fresher",99.61,99.61,"HSC",17,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07425",9,26,"Female","UnMarried","Chennai","Team Member","Fresher",99.01,99.01,"MCA",19,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07426",11,26,"Male","UnMarried","Chennai","Team Member","Fresher",103.52,103.52,"BE/Btech",3,8,"Voice","04:00PM-01:00AM","Cab","Green","Current Employee",0,1
"R07427",4,23,"Female","UnMarried","Chennai","Team Member","Lateral",77.72,77.72,"BSc",20,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07434",6,27,"Male","UnMarried","Chennai","Team Member","Lateral",94.49,94.49,"BE/Btech",18,8,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07509",11,24,"Male","UnMarried","Chennai","Team Member","Fresher",108.43,108.43,"BE/Btech",1,1,"Voice","06:30PM-03:30AM","Cab","Red","Current Employee",0,1
"R07510",8,29,"Male","UnMarried","Chennai","Team Member","Fresher",105.3,105.3,"BE/Btech",6,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07511",9,24,"Female","Married","Chennai","Team Member","Fresher",105.5,105.5,"BA/Bcom/BPharm",18,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07512",11,23,"Male","UnMarried","Chennai","Team Member","Fresher",113.61,113.61,"BE/Btech",4,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R07513",11,21,"Male","UnMarried","Chennai","Team Member","Fresher",86.71,86.71,"Diploma",2,0,"Voice","01:00PM-10:00PM","Cab","Green","Current Employee",0,1
"R07514",4,26,"Female","UnMarried","Chennai","Team Member","Fresher",63.77,63.77,"BE/Btech",18,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07515",4,25,"Male","UnMarried","Chennai","Team Member","Fresher",34.13,34.13,"BE/Btech",8,2,"Voice","04:00PM-01:00AM","Four Wheeler","Green","Employee Left",1,0
"R07516",5,23,"Male","UnMarried","Chennai","Team Member","Fresher",99.89,99.89,"BA/Bcom/BPharm",8,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07517",3,23,"Male","UnMarried","Chennai","Team Member","Fresher",67,67,"BA/Bcom/BPharm",8,0,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R07518",3,23,"Female","UnMarried","Chennai","Team Member","Fresher",50,50,"BSc",15.5,1,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R07519",4,23,"Female","UnMarried","Chennai","Team Member","Fresher",90.27,90.27,"BE/Btech",22,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07521",9,23,"Male","UnMarried","Chennai","Team Member","Fresher",78.01,78.01,"BE/Btech",4,16,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07522",7,24,"Male","UnMarried","Chennai","Team Member","Fresher",114.19,114.19,"BA/Bcom/BPharm",15,9,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07523",7,26,"Male","UnMarried","Chennai","Team Member","Fresher",50.43,50.43,"BE/Btech",14.5,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07524",6,21,"Male","UnMarried","Chennai","Team Member","Fresher",89.52,89.52,"Diploma",13,0,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R07525",3,24,"Female","UnMarried","Chennai","Team Member","Fresher",43.48,43.48,"BE/Btech",20,8,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07526",4,22,"Male","UnMarried","Chennai","Team Member","Fresher",66.67,66.67,"BE/Btech",14,0,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R07527",2,26,"Male","UnMarried","Chennai","Team Member","Fresher",50,50,"BE/Btech",11.5,2,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07529",11,24,"Female","UnMarried","Chennai","Team Member","Fresher",104.55,104.55,"BA/Bcom/BPharm",2,4,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07531",11,23,"Female","UnMarried","Chennai","Team Member","Fresher",75.54,75.54,"BA/Bcom/BPharm",9,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R07533",11,23,"Male","UnMarried","Chennai","Team Member","Lateral",113.21,113.21,"BCA/BBA",3,4,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07538",1,27,"Male","UnMarried","Hyderabad","Team Member","Fresher",112.07,112.07,"BE/Btech",2,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07539",8,26,"Female","UnMarried","Hyderabad","Team Member","Fresher",90.2,90.2,"MBA",8,3,"Voice","06:00PM-03:00AM","Cab","Amber","Employee Left",1,0
"R07540",1,33,"Male","UnMarried","Hyderabad","Team Member","Fresher",101.36,101.36,"BA/Bcom/BPharm",3.5,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07541",2,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",87,87,"MSc/Mpharm/MPhil",14,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07542",3,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",107.44,107.44,"BE/Btech",5,0,"Voice","06:30PM-03:30AM","Cab","Amber","Employee Left",1,0
"R07543",10,26,"Male","Married","Hyderabad","Team Member","Fresher",78.85,78.85,"Diploma",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07544",10,24,"Male","UnMarried","Hyderabad","Team Member","Fresher",96.39,96.39,"BE/Btech",4.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07545",10,26,"Male","UnMarried","Hyderabad","Team Member","Fresher",87.19,87.19,"BE/Btech",3.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07546",0,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",111.99,111.99,"BA/Bcom/BPharm",2,0,"Voice","05:30PM-02:30AM","Bus","Green","Employee Left",1,0
"R07547",10,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",91.35,91.35,"BA/Bcom/BPharm",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07548",10,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",70.75,70.75,"MBA",1,0,"Voice","06:00PM-03:00AM","Four Wheeler","Green","Current Employee",0,1
"R07549",9,22,"Male","UnMarried","Hyderabad","Team Member","Fresher",68.63,68.63,"BE/Btech",8,4,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07550",10,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",86.37,86.37,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07551",10,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",88.88,88.88,"BE/Btech",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07552",1,29,"Female","Married","Hyderabad","Team Member","Fresher",100.38,100.38,"MBA",3,16,"Voice","06:30AM-03:30PM","Cab","Green","Employee Left",1,0
"R07553",1,24,"Male","UnMarried","Hyderabad","Team Member","Fresher",95,95,"BE/Btech",3.5,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07554",10,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",100.98,100.98,"BA/Bcom/BPharm",4,1,"Voice","06:00PM-03:00AM","Two Wheeler","Green","Current Employee",0,1
"R07555",10,27,"Male","Married","Hyderabad","Team Member","Fresher",103.53,103.53,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07556",10,28,"Male","UnMarried","Hyderabad","Team Member","Fresher",68.7,68.7,"MBA",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07562",1,21,"Male","UnMarried","Chennai","Team Member","Industry Fresher",106.26,106.26,"BA/Bcom/BPharm",5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07563",6,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",87.23,87.23,"BE/Btech",20,5,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07564",10,24,"Female","UnMarried","Chennai","Team Member","Industry Fresher",82.82,82.82,"BCA/BBA",2,0,"Voice","04:00PM-01:00AM","Cab","Amber","Current Employee",0,1
"R07565",10,20,"Male","UnMarried","Chennai","Team Member","Industry Fresher",99.38,99.38,"HSC",9,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R07566",4,21,"Female","UnMarried","Chennai","Team Member","Industry Fresher",92.95,92.95,"BSc",20,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07567",10,23,"Female","UnMarried","Chennai","Team Member","Fresher",92,92,"BE/Btech",3,0,"Voice","04:00PM-01:00AM","Cab","Amber","Current Employee",0,1
"R07568",1,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",85.95,85.95,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07569",6,24,"Male","Married","Chennai","Team Member","Industry Fresher",98.07,98.07,"BCA/BBA",10,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07570",10,22,"Female","UnMarried","Chennai","Team Member","Industry Fresher",102.79,102.79,"BSc",0.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07571",3,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",100,100,"Diploma",17,0,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R07572",10,21,"Female","UnMarried","Chennai","Team Member","Fresher",131.11,131.11,"BSc",4,9,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07574",6,29,"Male","UnMarried","Chennai","Team Member","Industry Fresher",96.51,96.51,"BA/Bcom/BPharm",16.5,0,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R07575",8,22,"Female","UnMarried","Chennai","Team Member","Fresher",94.17,94.17,"BE/Btech",5.5,1,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07577",10,25,"Male","UnMarried","Chennai","Team Member","Fresher",106.53,106.53,"BSc",2,2,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07578",5,25,"Male","UnMarried","Chennai","Team Member","Fresher",114.07,114.07,"BE/Btech",5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07579",3,22,"Male","UnMarried","Chennai","Team Member","Fresher",93.91,93.91,"BSc",15,0,"Voice","04:00PM-01:00AM","Cab","Green","Employee Left",1,0
"R07580",10,22,"Female","UnMarried","Chennai","Team Member","Fresher",92.26,92.26,"BCA/BBA",19,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R07581",1,22,"Female","UnMarried","Chennai","Team Member","Fresher",100,100,"BA/Bcom/BPharm",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07582",1,20,"Male","UnMarried","Chennai","Team Member","Fresher",109.04,109.04,"Diploma",3,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07583",10,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",100,100,"BSc",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07612",10,25,"Male","UnMarried","Chennai","Team Member","Fresher",140.11,140.11,"BA/Bcom/BPharm",0,15,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R07631",1,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",114.05,114.05,"BA/Bcom/BPharm",10,0,"Voice","05:30PM-02:30AM","Bus","Green","Employee Left",1,0
"R07632",10,25,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",83.55,83.55,"BA/Bcom/BPharm",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07633",10,23,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",76.9,76.9,"BSc",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07634",1,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",107.22,107.22,"BE/Btech",10,0,"Voice","05:30PM-02:30AM","Bus","Green","Employee Left",1,0
"R07635",2,25,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",50,50,"BA/Bcom/BPharm",8,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07636",10,33,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",52.48,52.48,"BA/Bcom/BPharm",2,0,"Voice","06:00PM-03:00AM","Two Wheeler","Green","Current Employee",0,1
"R07637",1,30,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",109.1,109.1,"BA/Bcom/BPharm",5.5,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07638",10,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",61.67,61.67,"BA/Bcom/BPharm",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07639",1,24,"Male","UnMarried","Hyderabad","Team Member","Fresher",101.59,101.59,"BA/Bcom/BPharm",12.5,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07640",10,28,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",77.34,77.34,"BA/Bcom/BPharm",0,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R07641",10,30,"Female","Married","Hyderabad","Team Member","Fresher",60,60,"BA/Bcom/BPharm",7,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07642",8,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",90,90,"BE/Btech",10,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07645",10,24,"Male","UnMarried","Chennai","Team Member","Lateral",101.03,101.03,"BE/Btech",1,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R07671",10,24,"Male","UnMarried","Chennai","Team Member","Lateral",112.07,112.07,"BSc",1,21,"Non-Voice","08:00AM-05:00PM","Two Wheeler","Green","Current Employee",0,1
"R07673",7,27,"Male","UnMarried","Hyderabad","Team Member","Lateral",66.89,66.89,"BE/Btech",12.5,4,"Voice","06:00PM-03:00AM","Two Wheeler","Red","Employee Left",1,0
